MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,OpenPorchSF,HouseStyle,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageFinish,GarageQual,GarageCond,MSZoning_RL,MSZoning_RM,LotShape_IR,LotShape_Reg,Neighborhood_NAmes,Exterior1st_VinylSd,MasVnrType_Other,Foundation_CBlock,Foundation_Other,Foundation_PConc,CentralAir_N,CentralAir_Y,GarageType_Attchd,GarageType_Detchd,SalePrice
8.0,70.0,5,5,1963,1963,1728,0,1728,2,0,10,0,2,0,1.0,3,3,1,3,3,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,125000
11.0,24.0,6,5,2004,2006,970,739,1709,2,0,7,0,2,40,2.0,4,4,1,1,5,4,0,1,3,3,0,1,0,1,0,1,1,0,0,1,0,1,0,1,130000
2.0,51.0,5,7,1931,1993,715,0,875,1,0,5,0,1,0,1.0,3,3,1,4,3,3,0,1,2,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,105000
5.0,69.0,7,5,2001,2001,884,1151,2035,2,1,8,1,2,48,2.0,4,4,1,1,5,4,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,222500
1.0,63.0,7,5,2004,2005,1080,0,1080,1,0,6,0,0,0,1.0,3,4,1,6,5,4,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,141000
4.0,69.0,5,4,1936,1950,896,448,1344,1,0,7,0,1,114,1.5,3,4,1,1,4,3,0,1,2,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,115000
1.0,120.0,5,6,1975,1975,969,0,969,1,1,5,0,2,0,1.0,3,3,3,4,3,3,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,122000
1.0,107.0,8,5,2007,2008,1710,0,1710,2,0,6,1,3,102,1.0,4,5,4,6,5,4,4,2,3,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,372402
5.0,69.0,6,5,1971,1971,825,896,1993,2,1,8,1,2,66,2.0,3,3,1,3,4,3,4,2,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,190000
1.0,69.0,6,7,1960,1975,1602,0,1252,1,0,4,1,2,0,1.0,3,4,4,4,4,3,4,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,235000
2.0,84.0,6,5,1923,1950,1200,0,1200,1,0,7,0,1,0,1.0,3,3,1,1,3,3,0,1,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,125000
4.0,60.0,6,5,1924,1950,572,524,1096,1,0,5,0,0,8,1.5,3,3,1,1,2,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,79000
1.0,60.0,5,7,1950,1950,0,0,1040,1,0,5,0,2,0,1.0,3,0,0,0,3,3,0,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,0,1,109500
5.0,92.0,8,5,2009,2010,774,1194,1968,2,1,8,1,3,75,2.0,4,5,1,1,5,5,4,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,269500
5.0,100.0,7,5,2004,2005,991,956,1947,2,1,8,1,2,136,2.0,4,4,1,6,5,4,4,2,3,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,254900
5.0,134.0,7,5,2005,2006,1392,1070,2462,2,1,9,1,2,132,2.0,4,4,2,6,5,4,4,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,320000
1.0,69.0,6,6,1984,1984,1232,0,1232,2,0,6,0,2,0,1.0,3,4,1,4,3,3,0,1,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,162500
5.0,110.0,9,5,2003,2004,1572,1096,2668,2,1,10,2,3,0,2.0,4,5,3,6,5,5,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,412500
1.0,95.0,7,5,2005,2005,1541,0,1541,2,0,7,1,2,70,1.0,4,4,2,4,5,4,4,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,220000
3.5,55.0,4,6,1956,1956,882,0,882,1,0,4,0,0,0,1.25,3,3,1,1,5,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,103200
3.0,40.0,6,7,1926,2004,1149,467,1616,2,0,5,0,1,0,1.0,3,3,2,2,4,4,0,1,3,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,152000
13.0,62.0,5,7,1940,1999,644,547,1355,2,0,6,0,0,0,1.5,3,3,1,5,4,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,127500
1.0,69.0,5,5,1955,1993,1617,0,1867,1,0,7,3,1,0,1.0,4,3,1,2,5,3,4,3,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,190000
5.0,86.0,8,5,2007,2007,1582,551,2161,1,1,8,1,3,120,2.0,4,5,1,6,5,5,4,3,3,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,325624
5.0,62.0,7,5,2004,2004,840,880,1720,2,1,7,1,2,48,2.0,4,4,1,1,5,4,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,183500
1.0,69.0,8,6,1981,1981,1686,0,1707,2,1,6,1,2,64,1.0,4,4,1,1,3,3,3,2,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,228000
4.0,69.0,5,6,1941,1950,720,0,1382,1,1,7,0,2,0,1.5,3,3,1,3,3,3,0,1,3,3,0,1,1,0,0,0,0,1,0,0,0,1,0,1,128500
1.0,141.0,6,5,1960,1960,1080,0,1656,1,0,7,2,2,62,1.0,3,3,4,4,2,3,4,3,3,3,1,0,1,0,1,0,1,1,0,0,0,1,1,0,215000
11.0,44.0,7,7,1987,1987,1064,703,1767,2,0,5,1,2,35,2.0,4,4,1,6,4,4,3,2,4,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,239000
1.0,80.0,6,5,1961,1961,1362,0,1362,1,1,6,1,2,20,1.0,3,3,1,5,3,3,3,1,3,3,1,0,1,0,1,0,1,1,0,0,0,1,1,0,163000
1.0,47.0,6,5,1986,1986,1606,0,1651,2,0,7,1,2,0,1.0,3,4,1,5,3,3,3,3,3,3,1,0,1,0,0,1,1,1,0,0,0,1,1,0,184000
1.0,84.0,6,7,1950,2001,1202,0,2158,2,0,7,1,2,29,1.0,3,3,3,5,3,4,4,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,243000
5.0,97.0,6,5,1988,1989,1151,896,2060,2,1,8,1,2,228,2.0,4,4,1,6,3,3,3,1,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,211000
4.0,69.0,5,5,1958,1958,1052,668,1920,2,0,8,1,2,0,1.5,4,3,1,5,5,4,4,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,172500
1.0,63.0,9,5,2008,2009,2216,0,2234,2,0,9,1,3,60,1.0,5,5,1,6,5,5,4,3,3,3,1,0,1,0,0,1,1,0,0,1,0,1,1,0,501837
2.0,60.0,5,6,1923,2006,968,0,968,1,0,5,0,2,0,1.0,4,3,1,1,3,3,0,1,2,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,100000
11.0,69.0,6,5,2000,2000,756,756,1525,2,1,5,1,2,0,2.0,4,4,1,6,5,4,3,1,3,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,177000
6.0,54.0,7,6,1920,1950,793,901,1802,1,1,9,1,1,0,2.0,3,2,1,2,4,3,4,1,2,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,200100
1.0,60.0,5,6,1957,2006,0,0,1340,1,0,7,1,1,0,1.0,3,0,0,0,5,3,4,2,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,120000
4.0,63.0,7,5,2003,2003,1362,720,2082,2,1,6,0,2,238,1.5,3,4,1,1,5,4,0,1,3,3,0,1,0,1,0,1,0,0,0,1,0,1,0,1,200000
4.0,92.0,5,8,1908,1991,504,316,1252,1,0,5,0,2,0,1.5,3,2,1,1,4,3,0,1,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,127000
6.5,90.0,10,9,1892,1993,1107,1518,3608,2,1,12,2,3,260,2.5,4,3,2,1,5,5,3,1,5,3,0,1,1,0,0,0,0,0,1,0,0,1,0,1,475000
7.0,69.0,7,5,1990,1991,1188,0,1217,2,0,6,0,2,27,0.5,3,4,3,6,5,4,0,1,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,173000
4.0,60.0,5,7,1916,1987,660,704,1656,2,1,8,0,1,0,1.5,3,2,1,1,5,3,0,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,135000
8.0,64.0,5,5,1979,1979,1086,0,1224,0,2,6,2,2,0,0.0,3,4,3,6,3,3,3,1,3,3,1,0,0,1,0,0,1,1,0,0,0,1,0,1,153337
9.0,41.0,8,5,2001,2002,1593,0,1593,1,1,5,1,2,120,1.0,4,5,3,6,5,5,4,3,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,286000
6.0,70.0,8,8,1932,1994,853,1178,2727,2,1,10,2,2,74,2.0,4,4,1,3,3,4,3,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,315000
5.0,69.0,7,9,1972,2004,725,754,1479,1,1,7,0,2,32,2.0,3,3,1,5,4,4,0,3,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,184000
1.0,68.0,7,5,1999,1999,1431,0,1431,2,0,6,0,2,35,1.0,4,4,3,6,5,4,0,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,192000
11.0,24.0,7,5,2004,2004,970,739,1709,2,0,7,0,2,40,2.0,4,4,1,1,5,4,0,1,3,3,0,1,0,1,0,1,1,0,0,1,0,1,0,1,130000
1.0,60.0,5,7,1972,1972,864,0,864,1,0,5,0,1,0,1.0,3,3,3,5,3,3,0,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,127000
11.0,24.0,6,6,1976,1976,855,601,1456,2,1,7,1,2,0,2.0,3,4,1,5,3,3,3,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,148500
1.0,79.0,7,5,2007,2007,1726,0,1726,2,0,8,1,3,138,1.0,5,5,1,6,5,5,4,3,3,3,1,0,0,1,0,0,1,0,0,1,0,1,1,0,311872
6.5,174.0,8,4,1918,1990,1360,1360,3112,2,0,8,1,2,16,2.0,4,3,1,6,4,4,5,1,3,3,1,0,0,1,1,0,0,0,0,1,0,1,0,1,235000
6.5,92.0,6,6,1912,1950,755,929,2229,1,0,8,0,0,198,2.5,3,3,1,1,5,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,104000
1.0,76.0,8,5,2004,2005,1713,0,1713,2,0,7,1,3,26,1.0,4,5,3,6,5,5,4,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,274900
1.0,80.0,4,5,2003,2004,1121,0,1121,2,0,5,0,2,64,1.0,3,4,1,1,5,3,0,2,3,3,0,1,0,1,0,1,0,0,0,1,0,1,1,0,140000
1.0,75.0,6,6,1977,1977,1196,0,1279,2,0,6,2,2,83,1.0,3,3,1,5,3,3,2,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,171500
4.0,50.0,6,6,1924,1950,617,445,1310,2,0,6,0,1,0,1.5,3,2,1,2,4,3,0,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,1,0,112000
9.0,69.0,6,5,2004,2004,848,0,848,1,0,3,1,2,0,1.0,4,4,3,6,5,4,4,2,3,3,0,1,0,1,0,1,0,0,0,1,0,1,1,0,149000
4.0,50.0,5,7,1947,1950,720,564,1284,1,1,5,0,1,35,1.5,3,3,1,2,3,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,110000
1.0,99.0,7,5,1990,1990,1424,0,1442,2,0,5,0,2,34,1.0,3,4,1,1,5,3,0,2,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,180500
1.0,40.0,5,5,1962,1962,1140,0,1696,1,1,8,1,1,30,1.0,3,3,1,1,3,3,3,2,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,143900
1.0,69.0,4,5,1960,1960,1100,0,1100,1,0,6,1,1,0,1.0,3,3,1,5,3,3,1,2,3,3,1,0,1,0,1,0,0,0,0,1,0,1,1,0,141000
5.0,69.0,7,5,1988,1989,1157,882,2062,2,1,7,1,2,55,2.0,4,4,4,6,5,3,4,3,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,277000
1.0,75.0,6,7,1964,1964,1092,0,1092,1,0,6,0,2,0,1.0,3,4,1,3,5,3,0,2,3,4,1,0,0,1,1,0,1,1,0,0,0,1,1,0,145000
2.0,67.0,5,6,1925,1950,864,0,864,1,0,5,0,0,0,1.0,3,3,1,3,3,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,98000
1.0,83.0,6,5,2009,2009,1212,0,1212,2,0,6,0,2,22,1.0,3,4,2,6,5,4,0,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,186000
5.0,72.0,7,5,2009,2009,900,920,1852,2,1,7,1,2,108,2.0,3,4,1,6,5,4,3,2,3,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,252678
1.0,43.0,5,5,1995,1995,990,0,990,1,0,5,0,2,0,1.0,3,4,1,5,5,3,0,1,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,156000
5.0,69.0,6,7,1977,1977,689,703,1392,1,1,6,0,1,36,2.0,3,4,1,6,5,3,0,3,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,161750
1.0,72.0,5,6,1957,1996,1070,0,1236,1,0,6,1,1,0,1.0,3,3,1,4,3,4,2,1,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,134450
1.0,65.0,7,5,2004,2004,1436,0,1436,2,0,8,0,2,98,1.0,4,4,2,6,5,4,0,1,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,210000
6.0,57.0,4,4,1925,1950,686,518,1328,1,0,8,0,1,172,2.0,3,3,1,1,2,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,107000
4.0,69.0,7,9,1939,2006,798,817,1954,1,1,8,2,2,119,1.5,4,3,1,4,5,4,3,1,3,3,1,0,1,0,0,1,0,1,0,0,0,1,1,0,311500
9.0,43.0,7,5,2005,2006,1248,0,1248,2,0,5,0,2,0,1.0,4,4,3,6,5,4,0,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,167240
1.0,73.0,7,5,2006,2006,1498,0,1498,2,0,5,0,2,33,1.0,4,4,2,1,5,4,0,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,204900
5.0,69.0,6,5,2002,2002,1010,1257,2267,2,1,8,1,2,46,2.0,4,4,1,1,5,4,3,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,200000
5.0,85.0,6,6,1975,1975,713,741,1552,2,1,6,1,2,208,2.0,3,4,1,5,3,3,3,2,3,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,179900
1.0,70.0,4,6,1971,1971,864,0,864,1,0,4,0,2,0,1.0,3,3,1,5,4,3,0,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,0,1,97000
1.0,103.0,10,5,2003,2003,2392,0,2392,2,0,8,1,3,105,1.0,5,5,4,6,5,5,5,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,386250
11.0,21.0,5,5,1971,1971,630,672,1302,2,1,6,0,1,0,2.0,3,3,1,1,3,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,112000
5.0,82.0,7,5,1995,1995,1203,1306,2520,2,1,9,1,3,114,2.0,4,4,1,6,5,4,3,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,290000
11.0,21.0,6,6,1970,1970,483,504,987,1,1,5,0,1,0,2.0,3,3,1,3,3,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,106000
1.0,70.0,5,5,1967,1967,912,0,912,1,0,5,1,1,0,1.0,3,3,1,5,3,3,2,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,125000
9.0,43.0,7,5,2005,2006,1373,0,1555,2,0,7,1,2,20,1.0,4,4,3,6,5,4,3,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,192500
1.0,73.0,6,6,1959,1959,1194,0,1194,1,0,6,0,1,0,1.0,3,3,1,1,3,3,0,2,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,148000
5.0,174.0,8,5,1995,1996,1462,1304,2794,2,1,9,1,3,146,2.0,4,4,1,6,5,5,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,403000
11.0,21.0,6,5,1972,1972,483,504,987,1,1,5,1,1,0,2.0,3,3,1,1,3,3,1,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,1,0,94500
1.0,75.0,5,6,1976,1976,894,0,894,1,0,5,0,1,0,1.0,3,3,3,2,3,3,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,128200
5.0,69.0,6,5,2002,2002,860,1100,1960,2,1,8,2,2,48,2.0,4,4,1,6,5,4,3,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,216500
11.0,21.0,6,3,1971,1971,483,504,987,1,1,5,0,1,0,2.0,3,3,1,5,3,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,89500
1.0,65.0,7,5,2004,2004,1414,0,1414,2,0,6,0,2,105,1.0,4,4,3,6,5,4,0,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,185500
5.0,69.0,7,7,1993,2003,996,730,1744,2,1,7,0,2,70,2.0,4,4,1,4,5,4,0,2,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,194500
1.0,93.0,8,5,2007,2007,1694,0,1694,2,0,7,0,3,228,1.0,5,5,1,1,5,4,0,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,318000
4.0,52.0,6,4,1945,1950,735,689,1487,1,1,7,1,1,140,1.5,3,3,1,2,3,3,4,1,3,3,1,0,0,1,0,1,0,1,0,0,0,1,0,1,113000
1.0,75.0,8,5,2008,2008,1566,0,1566,2,0,7,0,2,168,1.0,4,4,3,6,5,4,0,2,3,3,0,0,0,1,0,1,1,0,0,1,0,1,1,0,262500
2.0,40.0,5,9,1945,1997,686,0,866,1,0,4,0,0,42,1.0,3,3,1,5,4,4,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,110500
4.0,63.0,5,4,1900,1950,540,551,1440,1,0,6,0,1,0,1.5,3,3,1,1,4,3,0,1,2,3,0,1,0,1,0,0,0,0,1,0,1,0,1,0,79000
11.0,75.0,6,6,1980,1980,626,591,1217,1,1,6,1,1,28,2.0,3,4,1,1,3,3,3,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,120000
5.0,69.0,7,5,1994,2002,948,888,2110,2,1,8,2,2,130,2.0,4,4,1,6,5,4,2,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,205000
1.0,80.0,7,5,1988,1988,1845,0,1872,2,0,6,1,2,39,1.0,3,4,3,6,4,3,3,3,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,241500
13.0,69.0,6,8,1910,1950,1020,1020,1928,2,0,9,0,1,60,2.0,3,2,1,1,4,2,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,137000
1.0,75.0,6,5,1954,1954,1367,0,1375,1,0,5,1,2,30,1.0,3,3,1,1,5,3,3,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,140000
5.0,72.0,7,5,2003,2003,840,828,1668,2,1,8,0,2,68,2.0,4,4,1,1,5,4,0,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,180000
4.0,69.0,6,7,1958,2006,1444,700,2144,2,0,7,2,2,98,1.5,4,4,4,3,4,4,3,3,3,3,1,0,1,0,0,0,1,1,0,0,0,1,1,0,277000
2.0,55.0,3,2,1940,1966,728,0,1306,1,0,6,0,0,0,1.0,3,3,1,1,5,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,76500
9.0,44.0,8,5,2006,2007,1573,0,1625,2,0,5,1,2,0,1.0,4,4,4,6,5,4,4,3,3,3,0,1,1,0,0,1,1,0,0,1,0,1,1,0,235000
5.0,65.0,6,5,2004,2004,798,842,1640,2,1,6,0,2,45,2.0,4,4,1,1,5,4,0,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,173000
7.0,85.0,6,7,1964,1991,1302,0,1302,2,0,7,0,1,0,0.5,3,4,4,2,5,4,0,2,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,158000
1.0,70.0,5,6,1957,1957,1314,0,1314,1,0,5,0,1,0,1.0,3,3,1,3,3,3,0,2,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,145000
5.0,66.0,7,5,1999,1999,975,1286,2291,2,1,8,1,2,0,2.0,4,4,1,1,5,4,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,230000
5.0,64.0,6,5,2003,2003,864,864,1728,2,1,7,0,2,56,2.0,4,4,1,3,5,4,0,2,3,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,207500
1.0,68.0,7,5,2006,2006,1604,0,1604,2,1,8,1,2,110,1.0,4,4,1,6,5,4,4,2,3,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,220000
5.0,80.0,7,5,2001,2001,963,829,1792,2,1,7,1,2,96,2.0,4,4,1,6,5,4,3,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,231500
1.0,70.0,5,5,1956,1956,0,0,882,1,0,4,0,1,45,1.0,3,0,0,0,4,3,0,1,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,97000
7.0,120.0,6,5,1962,1962,1362,0,1382,1,0,6,1,2,0,0.5,3,3,4,3,3,3,3,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,176000
5.0,69.0,8,5,2007,2007,1482,1092,2574,2,1,10,1,3,148,2.0,4,5,1,1,5,5,4,3,3,3,1,0,1,0,0,0,1,0,0,1,0,1,0,0,276000
7.0,88.0,6,7,1977,1995,506,0,1212,1,0,6,1,2,12,0.5,3,4,3,5,3,3,3,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,151000
4.0,50.0,5,7,1929,2001,926,0,1316,1,0,6,0,2,0,1.5,3,3,1,2,3,3,0,1,3,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,130000
2.0,30.0,5,5,1925,2004,680,0,764,1,0,4,0,2,0,1.0,3,2,1,1,4,3,0,1,3,3,0,1,1,0,0,0,0,0,1,0,1,0,0,1,73000
1.0,78.0,6,6,1981,1981,1422,0,1422,2,0,7,1,2,0,1.0,3,4,1,6,3,4,3,3,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,175500
5.0,70.0,6,5,1997,1997,802,709,1511,2,1,8,1,2,75,2.0,3,4,3,6,4,3,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,185000
6.5,60.0,5,8,1939,1997,720,720,2192,2,1,8,1,1,24,2.5,3,3,1,2,5,4,4,1,3,3,1,0,0,1,0,0,0,0,0,1,0,1,0,1,179500
2.0,71.0,5,6,1940,1955,740,0,778,1,0,4,1,1,25,1.0,3,3,1,5,5,3,4,3,5,5,0,1,0,1,0,1,0,1,0,0,0,1,0,1,120500
1.0,69.0,6,7,1976,1976,1143,0,1113,1,1,6,1,1,30,1.0,3,3,1,4,3,3,2,2,3,4,1,0,1,0,0,0,0,1,0,0,0,1,1,0,148000
5.0,84.0,8,5,2006,2006,1095,844,1939,2,1,8,1,3,51,2.0,4,4,2,1,4,4,4,2,3,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,266000
1.0,73.0,7,7,1954,2005,1385,0,1363,1,0,5,2,2,0,1.0,3,4,4,2,5,3,3,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,241500
5.0,92.0,8,7,1999,2007,1152,1106,2270,2,1,9,1,3,57,2.0,4,4,1,6,5,4,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,290000
1.0,80.0,6,6,1958,1988,1240,0,1632,2,0,6,1,1,0,1.0,3,3,1,3,4,3,4,2,3,3,1,0,0,1,1,0,1,1,0,0,0,1,1,0,139000
1.0,76.0,5,7,1982,1982,816,0,816,1,0,5,0,1,0,1.0,3,3,4,5,3,3,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,124500
4.0,55.0,7,7,1925,2007,952,596,1548,2,1,5,0,2,0,1.5,4,3,1,1,4,5,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,0,0,1,205000
1.0,129.0,7,5,2003,2003,1560,0,1560,2,0,7,0,2,150,1.0,4,5,1,1,5,4,0,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,201000
1.0,140.0,4,5,1951,1951,864,0,864,1,0,4,0,2,0,1.0,3,3,1,2,5,3,0,1,3,3,1,0,0,1,0,1,0,1,0,0,0,1,0,1,141000
1.0,107.0,9,5,2006,2007,2121,0,2121,2,1,8,1,3,98,1.0,5,5,4,1,5,5,5,3,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,415298
5.0,83.0,7,5,1977,1977,1160,866,2022,2,1,8,1,2,117,2.0,3,4,1,4,5,3,3,3,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,192000
5.0,82.0,7,6,1989,1989,807,807,1982,2,1,7,1,2,84,2.0,4,4,3,6,4,4,3,3,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,228500
1.0,60.0,6,5,2006,2006,1262,0,1262,2,0,5,0,2,120,1.0,4,4,1,6,4,4,0,3,3,3,0,0,0,1,0,1,1,0,0,1,0,1,1,0,185000
9.0,34.0,7,5,2007,2008,1314,0,1314,2,0,6,1,2,62,1.0,4,4,1,6,5,4,4,2,3,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,207500
1.0,74.0,8,5,2008,2009,1468,0,1468,2,0,6,1,3,150,1.0,4,4,1,1,5,4,4,3,3,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,244600
9.0,50.0,6,5,1992,1992,1575,0,1575,2,0,5,0,2,0,1.0,4,4,1,6,4,4,0,2,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,179200
11.0,35.0,7,5,2006,2007,625,625,1250,2,1,5,0,2,54,2.0,4,4,1,1,5,4,0,2,3,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,164700
4.0,77.0,6,7,1962,1981,912,649,1734,1,1,7,1,2,0,1.5,3,3,1,3,3,4,4,2,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,159000
1.0,69.0,4,4,1971,1971,858,0,858,1,0,5,0,0,0,1.0,3,3,1,4,3,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,88000
1.0,69.0,5,5,1967,1967,882,0,900,1,0,5,0,1,0,1.0,3,3,1,4,3,3,0,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,122000
6.0,60.0,6,7,1915,2003,698,698,1396,1,0,7,0,1,0,2.0,3,3,1,1,5,3,0,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,153575
5.0,120.0,8,5,2006,2006,1079,840,1919,2,1,8,1,2,51,2.0,4,4,3,1,5,4,4,2,4,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,233230
