MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,HouseStyle,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MSZoning_Other,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,LotShape_IR,LotShape_Reg,LandContour_accidente,LandContour_peu_accidente,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_Inside,LotConfig_Other,LandSlope_Gtl,LandSlope_mod_sev,Neighborhood_CollgCr,Neighborhood_NAmes,Neighborhood_Other,Condition1_Nocondprox,Condition1_Proxcond,BldgType_1Fam,BldgType_Other,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Other,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_VinylSd,Exterior1st_Wd Sdng,MasVnrType_BrkFace,MasVnrType_NoMasVnr,MasVnrType_Other,Foundation_CBlock,Foundation_Other,Foundation_PConc,CentralAir_N,CentralAir_Y,GarageType_Attchd,GarageType_Detchd,GarageType_Other,SaleType_Other,SaleType_WD,SaleCondition_Normal,SaleCondition_Other,SalePrice
1.0,69.0,8125,4,4,1971,1971,0.0,858,858,0,0,858,0,0,1,0,1,5,0,,0,0,0,0,0,0,0,0,6,2006,1.0,3,3,3,3,1,4,1,3,3,8,0,0,0,0,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,88000
1.0,69.0,9819,5,5,1967,1967,31.0,882,900,0,0,900,0,0,1,0,1,5,0,1970.0,1,0,0,0,0,0,0,0,2,2010,1.0,3,4,3,3,1,4,1,3,3,8,0,1,3,3,3,3,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,122000
6.0,60.0,8730,6,7,1915,2003,0.0,698,698,698,0,1396,0,0,1,0,1,7,0,2003.0,1,0,0,0,0,259,0,0,7,2007,2.0,3,3,3,3,1,1,1,5,3,8,0,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,153575
5.0,120.0,15611,8,5,2006,2006,0.0,1079,1079,840,0,1919,0,0,2,1,1,8,1,2006.0,2,0,51,0,0,0,0,0,7,2006,2.0,4,3,4,3,3,1,1,5,4,8,4,2,4,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,233230
13.0,55.0,5687,5,6,1912,2000,0.0,780,936,780,0,1716,1,0,2,0,1,9,0,,0,0,184,0,0,0,0,0,3,2008,2.0,3,2,3,2,1,3,1,5,2,8,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,135900
4.0,60.0,11409,5,4,1949,2008,0.0,768,1148,568,0,1716,0,0,1,1,1,8,1,1949.0,1,0,0,0,0,160,0,0,1,2009,1.5,3,3,3,3,1,2,1,4,3,6,4,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,131000
5.0,69.0,16659,7,7,1977,1994,34.0,795,1468,795,0,2263,1,0,2,1,1,9,1,1977.0,2,0,250,0,0,0,0,0,3,2006,2.0,3,3,3,3,1,5,1,2,4,8,3,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,235000
1.0,80.0,9600,6,5,1953,1953,238.0,1416,1644,0,0,1644,1,0,1,0,1,7,2,1953.0,2,110,0,0,0,0,0,0,10,2009,1.0,3,3,3,3,1,6,1,3,3,8,4,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,167000
7.0,37.0,7937,6,6,1984,1984,0.0,1003,1003,0,0,1003,1,0,1,0,1,6,0,1984.0,2,120,0,0,0,0,0,0,3,2006,0.5,3,3,3,3,3,6,1,3,3,8,0,1,3,3,3,4,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,142500
4.0,75.0,13710,5,5,1950,1950,0.0,910,910,648,0,1558,0,0,1,1,1,6,0,1950.0,1,289,0,0,0,0,0,0,6,2007,1.5,3,3,3,3,1,4,1,3,3,8,0,1,3,3,3,3,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,152000
5.0,66.0,7399,7,5,1997,1998,1600.0,975,975,975,0,1950,0,0,2,1,1,7,1,1997.0,2,0,10,0,0,198,0,0,6,2007,2.0,4,3,4,3,1,4,1,5,4,8,3,2,3,3,3,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,239000
5.0,90.0,11700,6,6,1968,1968,365.0,702,1041,702,0,1743,0,1,1,2,1,7,1,1968.0,2,224,0,0,0,0,0,0,6,2007,2.0,4,3,3,3,1,5,3,4,3,8,4,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,175000
1.0,80.0,14000,6,8,1950,2004,0.0,1092,1152,0,0,1152,0,1,1,0,1,6,1,1950.0,1,0,36,0,0,0,0,0,8,2009,1.0,3,4,3,3,1,1,1,5,4,8,4,1,3,3,3,4,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,158500
13.0,90.0,15750,5,5,1953,1953,56.0,1165,1336,0,0,1336,1,0,1,0,1,5,2,1953.0,1,0,0,0,0,0,0,0,6,2006,1.0,3,3,3,3,2,4,1,3,3,8,4,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,157000
5.0,66.0,16226,8,5,1998,1999,0.0,1028,1210,1242,0,2452,0,0,2,1,1,9,1,1998.0,2,208,50,0,0,0,0,0,5,2007,2.0,4,3,4,3,1,6,1,5,4,8,3,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,267000
1.0,118.0,13704,7,5,2001,2002,150.0,1541,1541,0,0,1541,0,0,2,0,1,6,1,2001.0,3,468,81,0,0,0,0,0,1,2006,1.0,4,3,4,3,1,1,1,5,4,8,3,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,205000
1.0,70.0,9800,5,7,1972,1972,0.0,894,894,0,0,894,1,0,1,0,1,5,0,1975.0,2,256,0,0,0,0,0,0,7,2006,1.0,3,3,3,3,1,5,1,3,3,8,0,1,3,3,3,2,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,149900
6.5,87.0,18386,7,9,1880,2002,0.0,1470,1675,1818,0,3493,0,0,3,0,1,10,1,2003.0,3,302,0,0,0,0,0,0,5,2008,2.5,3,3,3,3,1,1,1,5,4,8,5,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,295000
1.0,80.0,10386,8,5,2004,2005,246.0,2000,2000,0,0,2000,1,0,2,0,1,8,0,2004.0,3,168,0,0,0,0,0,0,7,2007,1.0,4,3,4,3,1,6,1,5,4,8,0,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,305900
5.0,116.0,13474,7,5,1990,1991,246.0,700,1122,1121,0,2243,1,0,2,1,1,8,1,1990.0,3,127,44,224,0,0,0,0,6,2007,2.0,4,3,4,3,1,5,1,4,4,8,3,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,225000
4.0,69.0,7920,6,7,1920,1950,0.0,319,1035,371,0,1406,0,0,1,0,1,6,0,,0,0,144,0,0,0,0,0,3,2008,1.5,3,2,3,3,1,1,1,3,2,8,0,0,0,0,1,3,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,89500
2.0,69.0,12342,4,5,1940,1950,0.0,861,861,0,0,861,0,0,1,0,1,4,0,1961.0,2,158,0,0,0,0,0,0,3,2009,1.0,3,3,3,3,1,4,1,5,3,8,0,1,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,82500
1.0,90.0,12378,9,5,2003,2004,0.0,1896,1944,0,0,1944,1,0,2,0,1,8,3,2003.0,3,208,175,0,0,0,0,0,11,2006,1.0,4,3,5,3,4,6,1,5,5,8,5,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,360000
5.0,69.0,7685,6,5,1993,1994,112.0,697,697,804,0,1501,0,0,2,1,1,6,1,1993.0,2,190,63,0,0,0,0,0,5,2006,2.0,3,3,4,3,1,5,1,4,4,8,3,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,165600
1.0,50.0,8000,6,6,1948,2002,0.0,972,972,0,0,972,1,0,1,0,1,5,1,1948.0,1,0,0,0,0,0,0,0,5,2009,1.0,3,4,3,3,1,5,1,5,3,8,4,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,132000
13.0,65.0,7800,5,7,1939,1950,0.0,793,793,325,0,1118,1,0,1,0,1,5,1,1939.0,2,0,0,0,0,271,0,0,5,2006,1.5,3,3,4,3,2,3,1,3,3,8,4,1,3,3,3,3,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,119900
1.0,150.0,215245,7,5,1965,1965,0.0,2136,2036,0,0,2036,2,0,2,0,1,8,2,1965.0,2,0,0,0,0,0,0,0,6,2009,1.0,3,3,4,3,4,5,3,3,3,8,4,2,3,3,3,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,375000
6.0,60.0,9600,7,7,1925,1990,0.0,728,832,809,0,1641,0,1,1,1,1,6,1,1925.0,2,0,0,234,0,0,0,0,8,2006,2.0,3,3,3,4,1,2,1,5,5,8,4,1,2,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,178000
5.0,71.0,7795,7,5,2004,2005,0.0,716,716,716,0,1432,1,0,2,1,1,6,1,2004.0,2,100,51,0,0,0,0,0,7,2009,2.0,4,3,4,3,1,6,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,188500
5.0,94.0,13005,7,7,1980,1980,278.0,845,1153,1200,0,2353,1,0,2,1,1,10,1,1983.0,2,288,195,0,0,0,0,0,8,2009,2.0,4,3,4,3,1,6,1,3,5,8,3,2,3,3,3,4,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,260000
5.0,75.0,9000,8,5,2006,2006,0.0,1088,1088,871,0,1959,0,0,2,1,1,8,1,2006.0,3,208,46,0,0,0,0,0,12,2007,2.0,4,3,4,3,3,1,1,5,4,8,4,2,3,3,3,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,270000
5.0,90.0,9900,7,5,1993,1993,256.0,1347,1372,1274,0,2646,1,0,2,1,1,9,1,1993.0,3,340,60,144,0,0,0,0,4,2009,2.0,4,3,4,3,4,6,1,5,4,8,3,2,3,3,3,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,260000
7.0,69.0,14115,7,5,1980,1980,225.0,1372,1472,0,0,1472,1,0,2,0,1,6,2,1980.0,2,233,48,0,0,0,0,0,6,2009,0.5,3,3,4,3,3,6,1,3,3,8,3,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,187500
5.0,111.0,16259,9,5,2006,2006,370.0,1249,1249,1347,0,2596,0,0,3,1,1,9,0,2006.0,3,240,154,0,0,0,0,0,9,2006,2.0,3,3,5,4,3,1,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,342643
5.0,99.0,12099,8,5,2004,2004,388.0,1136,1136,1332,0,2468,1,0,2,1,1,10,1,2004.0,3,184,154,0,0,0,0,0,6,2007,2.0,4,3,5,3,3,6,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,354000
5.0,86.0,10380,7,5,1986,1987,172.0,1502,1553,1177,0,2730,1,0,2,1,1,8,1,1987.0,2,201,96,0,0,0,0,0,8,2007,2.0,4,3,3,3,4,2,5,5,4,8,3,3,3,3,3,3,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,301000
1.0,49.0,5820,3,8,1955,2005,0.0,1162,1163,0,0,1163,1,0,1,0,1,6,0,1955.0,1,142,98,0,0,0,0,0,7,2006,1.0,3,4,3,3,1,5,1,5,3,8,0,1,2,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,126175
7.0,96.0,11275,7,7,1967,2007,300.0,710,1898,1080,0,2978,0,0,2,1,1,11,1,1967.0,2,240,0,0,0,0,0,0,6,2010,0.5,4,4,4,3,1,1,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,242000
3.5,50.0,5000,5,6,1941,1950,0.0,720,803,0,0,803,0,0,1,0,1,5,0,1941.0,2,0,0,244,0,0,0,0,12,2007,1.25,3,3,3,3,3,4,1,1,3,8,0,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,87000
9.0,32.0,10846,8,5,1993,1993,0.0,1719,1719,0,0,1719,2,0,1,1,1,6,2,1993.0,2,122,30,0,0,0,0,0,5,2008,1.0,4,3,4,3,4,6,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,324000
1.0,80.0,11600,6,5,1960,1960,175.0,1383,1383,0,0,1383,0,0,1,1,1,7,0,1960.0,1,0,45,0,0,0,0,0,4,2006,1.0,3,3,3,3,1,3,1,3,3,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,145250
6.5,69.0,11888,6,6,1916,1994,0.0,844,1445,689,0,2134,0,0,2,0,1,10,0,1930.0,2,0,60,268,0,0,0,0,7,2009,2.25,3,3,3,3,1,1,1,4,4,8,0,1,3,3,3,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,214500
6.0,60.0,6402,5,5,1920,1950,0.0,596,596,596,0,1192,0,0,1,0,1,6,0,1920.0,1,0,0,137,0,0,0,0,7,2009,2.0,3,3,3,3,2,1,1,3,3,8,0,1,2,2,1,2,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,78000
8.0,69.0,10624,5,4,1964,1964,84.0,1728,1728,0,0,1728,0,1,2,0,2,10,0,2002.0,1,155,0,0,0,0,0,0,11,2007,1.0,3,3,3,3,1,6,3,3,3,8,0,1,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,119000
1.0,70.0,8176,5,6,1958,1992,0.0,1056,1056,0,0,1056,1,0,1,0,1,6,0,1958.0,1,0,0,0,0,0,0,0,8,2007,1.0,3,3,3,3,1,3,1,2,3,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,139000
1.0,85.0,10655,8,5,2003,2004,296.0,3206,1629,0,0,1629,1,0,2,0,1,7,1,2003.0,3,0,0,0,0,0,0,0,10,2009,1.0,4,3,4,3,1,6,0,5,4,8,4,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,284000
9.0,59.0,8198,7,5,2004,2004,146.0,1358,1358,0,0,1358,1,0,2,0,1,6,1,2004.0,2,192,30,0,0,0,0,0,7,2008,1.0,4,3,4,3,3,6,1,5,4,8,4,2,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,207000
5.0,59.0,9042,6,5,1998,1998,0.0,943,943,695,0,1638,1,0,2,1,1,7,2,1998.0,2,100,38,0,0,0,0,0,7,2008,2.0,3,3,4,3,4,6,1,4,3,8,3,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,192000
13.0,69.0,164660,5,6,1965,1965,0.0,1499,1619,167,0,1786,2,0,2,0,1,7,2,1965.0,2,670,0,0,0,0,0,700,8,2008,1.5,3,3,3,3,4,5,4,5,3,8,4,3,3,3,3,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,228950
1.0,86.0,14157,9,5,2005,2006,200.0,1922,1922,0,0,1922,1,0,2,0,1,8,1,2005.0,3,178,51,0,0,0,0,0,7,2007,1.0,4,3,5,3,4,6,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,377426
1.0,70.0,9135,7,5,2002,2003,113.0,1536,1536,0,0,1536,1,0,2,0,1,7,0,2002.0,2,192,74,0,0,0,0,0,12,2008,1.0,4,3,4,3,3,6,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,214000
1.0,91.0,14145,7,7,1984,1998,0.0,1208,1621,0,0,1621,1,0,2,0,1,8,0,1984.0,2,108,45,0,0,0,0,400,5,2006,1.0,4,3,4,3,2,5,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,202500
1.0,66.0,12400,6,7,1958,1998,176.0,1215,1215,0,0,1215,0,0,1,0,1,6,0,1958.0,1,0,0,0,0,234,0,0,6,2009,1.0,3,3,3,2,1,3,1,3,3,8,0,1,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,155000
5.0,85.0,14191,8,5,2002,2002,0.0,967,993,915,0,1908,0,0,2,1,1,9,0,2002.0,2,135,0,0,0,0,0,0,4,2010,2.0,4,3,4,3,1,1,1,5,4,8,0,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,202900
1.0,60.0,8400,4,4,1950,1950,0.0,721,841,0,0,841,0,0,1,0,1,4,0,1950.0,1,250,0,24,0,0,0,0,9,2009,1.0,2,2,3,2,1,1,1,4,3,8,0,1,3,3,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,82000
8.0,69.0,8544,3,4,1949,1950,340.0,0,1040,0,0,1040,0,0,2,0,2,6,0,1949.0,2,0,0,0,0,0,0,0,5,2006,1.0,3,3,0,0,0,0,0,2,3,8,0,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,87500
9.0,63.0,8849,9,5,2005,2005,616.0,1684,1684,0,0,1684,0,0,2,0,1,6,1,2005.0,2,495,72,0,0,0,0,0,7,2008,1.0,5,3,5,3,1,6,1,5,5,8,5,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,266000
11.0,36.0,2592,5,3,1976,1976,0.0,536,536,576,0,1112,0,0,1,1,1,4,0,1976.0,1,182,0,0,0,0,0,0,4,2010,2.0,3,3,4,3,1,3,4,3,3,8,0,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,85000
4.0,65.0,6435,6,5,1939,1950,0.0,972,972,605,0,1577,0,0,1,0,1,6,1,1939.0,1,0,0,0,0,0,0,0,10,2006,1.5,3,3,3,3,1,1,1,4,2,8,4,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,140200
1.0,69.0,12772,6,8,1960,1998,0.0,958,958,0,0,958,0,0,1,0,1,5,0,1960.0,1,0,0,0,0,0,0,15500,4,2007,1.0,3,4,3,3,2,4,1,3,3,8,0,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,151500
1.0,69.0,17600,6,5,1960,1960,30.0,1478,1478,0,0,1478,1,0,2,0,1,6,2,1960.0,2,0,40,0,0,0,0,0,12,2009,1.0,3,3,3,3,1,4,1,5,3,8,4,1,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,157500
11.0,36.0,2448,7,5,2003,2004,106.0,764,764,862,0,1626,1,0,2,1,1,6,0,2003.0,2,0,27,0,0,0,0,0,10,2008,2.0,4,3,4,3,1,6,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,154000
5.0,56.0,20431,9,5,2005,2006,870.0,1848,1848,880,0,2728,1,0,2,1,1,10,2,2006.0,3,0,0,0,0,0,0,0,4,2006,2.0,5,3,5,3,1,6,1,5,5,8,5,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,437154
